model,year,price,transmission,mileage,mpg,engine
 4 Series,2017,14899,Manual,42560,62.8,2
 1 Series,2013,9899,Manual,56370,50.4,1.6
 i3,2017,18999,Automatic,20321,470.8,0
 X1,2016,20295,Automatic,16917,55.4,2
 5 Series,2017,22119,Automatic,25399,65.7,2
 1 Series,2014,8149,Manual,69190,65.7,1.6
 1 Series,2017,14011,Manual,22677,65.7,2
 1 Series,2016,13235,Automatic,54013,62.8,2
 5 Series,2013,11850,Automatic,65359,57.6,2
 3 Series,2015,10999,Manual,39245,68.9,2
 3 Series,2017,10875,Automatic,95521,70.6,2
 X1,2014,10999,Automatic,45740,52.3,2
 3 Series,2015,13399,Manual,40219,61.4,2
 2 Series,2017,13499,Manual,44011,50.4,1.5
 2 Series,2016,11499,Manual,37537,52.3,1.5
 3 Series,2015,13699,Automatic,85188,53.3,3
 1 Series,2016,13499,Manual,29690,52.3,1.5
 1 Series,2016,8454,Manual,76241,83.1,1.5
 1 Series,2018,15899,Manual,25791,52.3,1.5
 1 Series,2016,11399,Manual,24820,78.5,1.5
 3 Series,2016,10999,Automatic,79248,74.3,2
 1 Series,2016,9999,Manual,50232,83.1,1.5
 X1,2016,13099,Manual,56046,68.9,2
 2 Series,2016,11999,Manual,56953,64.2,2
 X5,2015,21250,Automatic,78902,50.4,2
 5 Series,2017,22499,Automatic,13022,60.1,3
 3 Series,2011,6500,Manual,70418,44.8,2
 i3,2016,18999,Automatic,9990,470.8,0
 3 Series,2016,13199,Manual,42170,67.3,2
 2 Series,2017,18299,Automatic,22502,55.4,2
 1 Series,2016,13580,Manual,36994,52.3,1.5
 1 Series,2016,11299,Manual,29374,53.3,1.5
 1 Series,2016,14499,Manual,13388,52.3,1.5
 1 Series,2016,12869,Manual,23954,52.3,1.5
 3 Series,2016,18899,Automatic,19300,51.4,3
 2 Series,2016,10799,Manual,53653,65.7,2
 2 Series,2016,11699,Manual,29719,74.3,1.5
 3 Series,2014,8999,Manual,70968,68.9,2
 4 Series,2016,15500,Automatic,67429,48.7,2
 3 Series,2016,14887,Automatic,45716,134.5,2
 4 Series,2016,13899,Automatic,34990,65.7,2
 1 Series,2012,9440,Automatic,48220,62.8,2
 1 Series,2015,9799,Manual,49096,68.9,2
 X1,2013,9499,Manual,45750,51.4,2
 3 Series,2016,17106,Automatic,22019,148.7,2
 1 Series,2016,11759,Manual,55987,70.6,1.5
 4 Series,2015,15999,Automatic,32558,55.4,3
 3 Series,2018,17799,Automatic,18506,64.2,2
 2 Series,2015,12449,Manual,23195,74.3,1.5
 3 Series,2016,9449,Manual,97758,72.4,2
 X1,2016,16995,Automatic,44016,55.4,2
 X1,2015,7492,Manual,104000,62.8,2
 X3,2015,11793,Automatic,113000,54.3,2
 X3,2015,10991,Automatic,130000,54.3,2
 1 Series,2014,5993,Manual,113000,74.3,1.6
 4 Series,2017,21499,Automatic,16389,51.4,3
 X5,2015,26500,Automatic,31885,52.3,2
 3 Series,2016,13795,Automatic,57851,64.2,2
 2 Series,2015,10706,Manual,27562,68.9,2
 5 Series,2017,16610,Automatic,43316,65.7,2
 4 Series,2016,14999,Automatic,48891,62.8,2
 1 Series,2019,15989,Automatic,11153,55.5,1.5
 4 Series,2017,19352,Automatic,36220,65.7,2
 X5,2018,36000,Automatic,33000,47.1,3
 4 Series,2018,20000,Automatic,35042,65.7,2
 1 Series,2019,19000,Automatic,14759,67.3,2
 3 Series,2018,21000,Automatic,15871,64.2,2
 X3,2017,28399,Automatic,13955,47.9,3
 3 Series,2009,4495,Manual,138026,42.8,2
 2 Series,2016,13790,Manual,27255,50.4,1.5
 1 Series,2016,9749,Manual,57277,78.5,1.5
 3 Series,2015,9210,Automatic,98503,65.7,2
 1 Series,2016,9699,Manual,52811,83.1,1.5
 2 Series,2017,19559,Automatic,10131,60.1,2
 3 Series,2018,19988,Manual,10877,47.9,2
 X3,2015,22666,Automatic,32988,47.1,3
 X5,2016,32499,Automatic,27851,47.1,3
 X6,2015,29889,Automatic,31100,44.8,3
 4 Series,2018,27989,Automatic,10077,39.2,3
 2 Series,2015,13000,Automatic,38500,68.9,2
 X1,2017,16888,Automatic,30687,65.7,2
 1 Series,2017,15000,Automatic,46222,47.9,2
 X5,2017,32000,Automatic,41567,47.1,3
 X4,2016,26000,Automatic,27580,47.9,3
 3 Series,2012,13900,Automatic,52000,43.5,2
 3 Series,2019,34000,Automatic,4000,47.9,3
 1 Series,2015,9700,Manual,48258,65.7,2
 1 Series,2019,23000,Manual,5121,44.1,1.5
 X2,2019,28000,Automatic,4773,58.9,2
 X1,2019,24899,Manual,5322,51.4,1.5
 3 Series,2014,10147,Manual,55150,61.4,2
 X1,2016,14999,Manual,32794,68.9,2
 X1,2016,16595,Manual,25913,58.9,2
 5 Series,2016,15395,Automatic,33953,62.8,2
 2 Series,2016,15299,Automatic,21594,51.4,1.5
 4 Series,2014,12199,Manual,68000,58.9,2
 4 Series,2016,15499,Manual,55802,62.8,2
 X3,2016,21999,Automatic,25291,54.3,2
 1 Series,2015,9890,Manual,30416,78.5,1.5
 3 Series,2016,18790,Automatic,31000,49.6,3
 1 Series,2014,8590,Manual,52447,50.4,1.6
 2 Series,2017,14295,Manual,31453,68.9,1.5
 X2,2018,19999,Automatic,27359,52.3,2
 1 Series,2018,19995,Automatic,14449,48.7,2
 X1,2016,18000,Automatic,32624,57.6,2
 Z4,2017,17979,Automatic,21779,41.5,2
 3 Series,2015,12237,Manual,56111,64.2,2
 2 Series,2016,13995,Manual,38412,64.2,2
 2 Series,2018,17999,Automatic,5301,36.7,1.5
 2 Series,2015,12405,Automatic,39132,53.3,1.5
 1 Series,2016,9977,Manual,47905,78.5,1.5
 3 Series,2015,11699,Manual,42831,68.9,2
 3 Series,2015,9773,Manual,71339,67.3,2
 X7,2019,59988,Automatic,7791,33.6,3
 X4,2016,23700,Automatic,30241,47.9,3
 X3,2016,23000,Automatic,41462,47.1,3
 1 Series,2015,16900,Automatic,39687,37.7,3
 1 Series,2017,14925,Automatic,23786,67.3,2
 6 Series,2015,16250,Automatic,72720,49.6,3
 5 Series,2014,14717,Automatic,60389,55.4,2
 1 Series,2017,12199,Manual,22361,83.1,1.5
 5 Series,2015,15999,Automatic,55673,49.6,3
 M4,2019,48989,Automatic,19,32.5,3
 X4,2019,43500,Automatic,2380,26.9,3
 M4,2019,46000,Automatic,2460,34,3
 5 Series,2018,29000,Automatic,6500,156.9,2
 3 Series,2016,14599,Automatic,54518,64.2,2
 X1,2016,15999,Manual,44434,58.9,2
 4 Series,2016,15999,Manual,19684,55.4,2
 1 Series,2015,14249,Automatic,24214,64.2,2
 4 Series,2018,19999,Automatic,11631,45.6,2
 1 Series,2011,20999,Manual,14200,36.2,3
 3 Series,2015,13000,Automatic,45064,74.3,2
 3 Series,2017,18000,Automatic,29000,62.8,2
 1 Series,2017,19888,Automatic,17760,61.4,2
 X3,2011,14000,Automatic,69117,50.4,2
 3 Series,2015,14000,Automatic,66355,60.1,2
 5 Series,2016,14373,Automatic,34424,62.8,2
 5 Series,2016,14595,Automatic,37472,68.9,2
 1 Series,2016,12349,Automatic,79212,68.9,1.5
 1 Series,2015,10388,Manual,28640,83.1,1.5
 2 Series,2016,15167,Automatic,27381,68.9,1.5
 5 Series,2018,23200,Automatic,11868,68.9,2
 3 Series,2016,16899,Automatic,15659,148.7,2
 3 Series,2016,10000,Manual,86800,67.3,2
 5 Series,2014,11295,Automatic,96850,51.4,2
 3 Series,2018,18799,Automatic,31150,62.8,2
 2 Series,2018,20000,Automatic,20915,49.6,2
 1 Series,2015,12999,Automatic,28571,67.3,2
 1 Series,2014,8890,Manual,38484,50.4,1.6
 2 Series,2017,15499,Automatic,17931,67.3,2
 X3,2019,56000,Automatic,3771,24.8,3
 1 Series,2019,31000,Automatic,2922,34.5,2
 3 Series,2017,17895,Automatic,17088,62.8,2
 1 Series,2018,22499,Automatic,9193,32.5,3
 3 Series,2014,10795,Automatic,101040,52.3,3
 5 Series,2015,11500,Automatic,79340,62.8,2
 4 Series,2016,13795,Automatic,80950,65.7,2
 3 Series,2015,11999,Manual,40461,72.4,2
 5 Series,2015,14195,Automatic,46140,62.8,2
 3 Series,2014,13000,Automatic,94450,52.3,3
 1 Series,2014,7295,Manual,72910,68.9,2
 2 Series,2016,11795,Automatic,67370,50.4,2
 X3,2014,14000,Automatic,60590,50.4,2
 1 Series,2015,10795,Manual,55820,70.6,1.5
 4 Series,2015,10195,Automatic,110720,61.4,2
 3 Series,2015,12500,Automatic,70620,60.1,2
 4 Series,2015,14800,Automatic,33627,56.5,2
 2 Series,2016,13200,Automatic,28918,53.3,1.5
 3 Series,2016,15799,Manual,27218,38.7,2
 4 Series,2017,21699,Automatic,13907,55.4,3
 4 Series,2016,17499,Automatic,35399,55.4,3
 5 Series,2016,15699,Automatic,34609,62.8,2
 X1,2013,10899,Automatic,42073,52.3,2
 1 Series,2012,7400,Automatic,43835,48.7,1.6
 2 Series,2018,13799,Manual,13369,65.7,1.5
 1 Series,2016,13600,Automatic,19277,62.8,2
 3 Series,2015,14500,Automatic,54305,60.1,2
 2 Series,2016,13500,Automatic,62140,141.2,1.5
 2 Series,2016,13699,Manual,62379,62.8,2
 2 Series,2016,12000,Automatic,78459,68.9,2
 2 Series,2017,14299,Automatic,69241,60.1,2
 5 Series,2015,9500,Manual,91498,61.4,2
 2 Series,2017,15000,Automatic,49186,50.4,1.5
 1 Series,2018,12499,Manual,26146,78.5,1.5
 4 Series,2015,14725,Automatic,49256,60.1,2
 X4,2015,19500,Manual,39824,52.3,2
 6 Series,2013,16200,Automatic,36049,49.6,3
 3 Series,2015,12920,Automatic,48250,64.2,2
 X3,2016,19200,Automatic,46837,47.9,3
 3 Series,2016,15325,Automatic,20889,148.7,2
 3 Series,2015,10225,Manual,91246,61.4,2
 4 Series,2015,21000,Automatic,17006,38.2,3
 2 Series,2015,10395,Manual,63980,74.3,1.5
 4 Series,2016,14000,Automatic,89200,65.7,2
 X3,2015,13295,Automatic,110860,54.3,2
 1 Series,2017,10500,Manual,81980,65.7,2
 1 Series,2015,15750,Automatic,44715,37.7,3
 3 Series,2014,14500,Automatic,10303,62.8,2
 3 Series,2017,18499,Automatic,10501,148.7,2
 1 Series,2016,11726,Manual,34240,68.9,2
 1 Series,2013,7500,Manual,63861,65.7,2
 1 Series,2016,11000,Manual,56121,52.3,1.5
 5 Series,2013,9299,Automatic,88004,57.6,2
 4 Series,2015,13000,Automatic,106220,51.4,3
 5 Series,2014,12000,Automatic,73500,62.8,2
 5 Series,2015,10000,Automatic,131520,60.1,2
 3 Series,2011,6395,Automatic,79210,53.3,2
 2 Series,2016,11000,Manual,79060,64.2,2
 4 Series,2016,13295,Automatic,84140,65.7,2
 1 Series,2018,12299,Manual,38164,78.5,1.5
 1 Series,2013,7699,Manual,51988,74.3,1.6
 3 Series,2013,7999,Manual,76429,68.9,2
 1 Series,2013,10000,Automatic,60260,64.2,2
 1 Series,2014,11000,Automatic,71700,60.1,2
 2 Series,2015,9495,Automatic,91620,61.4,2
 X1,2014,9500,Manual,54630,51.4,2
 1 Series,2016,14499,Manual,17467,62.8,2
 1 Series,2016,10514,Manual,39512,78.5,1.5
 1 Series,2015,10348,Automatic,57570,74.3,2
 X1,2017,19085,Automatic,36983,57.6,2
 3 Series,2017,16746,Automatic,32230,64.2,2
 3 Series,2017,16500,Automatic,42205,62.8,2
 1 Series,2014,15000,Manual,44514,35.3,3
 3 Series,2017,19500,Automatic,35303,134.5,2
 X1,2018,21800,Automatic,10947,60.1,2
 1 Series,2017,13500,Manual,16681,68.9,0
 X1,2018,21800,Automatic,12208,60.1,2
 5 Series,2015,12700,Automatic,50000,68.9,2
 3 Series,2017,17000,Automatic,45000,134.5,2
 4 Series,2015,16300,Automatic,57920,51.4,3
 5 Series,2016,17500,Automatic,36155,51.4,3
 3 Series,2016,16500,Automatic,23340,64.2,2
 1 Series,2016,11900,Manual,26093,53.3,1.5
 1 Series,2016,13300,Automatic,32404,55.5,1.5
 1 Series,2015,11200,Automatic,48282,70.6,2
 4 Series,2017,14000,Automatic,53639,70.6,2
 2 Series,2017,14300,Automatic,7861,55.4,1.5
 1 Series,2016,9400,Manual,58719,72.4,1.5
 X5,2017,29700,Automatic,31000,47.1,3
 4 Series,2016,16000,Automatic,39708,65.7,2
 X5,2015,23800,Automatic,54248,47.1,3
 X5,2018,32700,Automatic,17552,45.6,3
 5 Series,2017,22500,Automatic,25000,62.8,2
 5 Series,2018,22500,Automatic,34000,62.8,2
 1 Series,2014,12000,Manual,15520,64.2,2
 1 Series,2018,13100,Automatic,33372,58.9,1.5
 i3,2017,19300,Automatic,32867,470.8,0.6
 1 Series,2017,11400,Manual,37000,53.3,1.5
 1 Series,2015,13800,Automatic,29867,65.7,2
 2 Series,2018,14995,Automatic,13889,55.4,1.5
 3 Series,2016,12600,Automatic,52125,70.6,2
 2 Series,2016,11300,Automatic,34090,72.4,1.5
 1 Series,2016,9800,Manual,57178,72.4,1.5
 X1,2017,15200,Manual,24607,60.1,2
 1 Series,2013,10400,Automatic,35000,64.2,2
 3 Series,2017,14200,Manual,18059,48.7,2
 1 Series,2018,16200,Automatic,9856,55.5,1.5
 3 Series,2016,15600,Automatic,26267,70.6,2
 4 Series,2015,19200,Automatic,41670,47.9,3
 1 Series,2013,7500,Manual,67708,74.3,1.6
 5 Series,2013,10800,Automatic,73000,57.6,2
 2 Series,2016,12500,Manual,22500,57.6,1.5
 1 Series,2018,12800,Automatic,38527,58.9,1.5
 1 Series,2017,15200,Automatic,26660,67.3,2
 1 Series,2016,15200,Automatic,23377,65.7,2
 5 Series,2016,13500,Automatic,61425,60.1,2
 4 Series,2016,18100,Automatic,39891,53.3,3
 1 Series,2015,15500,Manual,45853,35.3,3
 X3,2017,21800,Automatic,35428,54.3,2
 3 Series,2017,14300,Automatic,36178,70.6,2
 1 Series,2015,12300,Automatic,32694,72.4,1.5
 1 Series,2017,11800,Manual,38356,83.1,1.5
 1 Series,2016,12300,Manual,16483,53.3,1.5
 1 Series,2016,12700,Manual,14634,53.3,1.5
 1 Series,2017,13700,Manual,14232,53.3,1.5
 4 Series,2016,17800,Automatic,24085,65.7,2
 1 Series,2014,11700,Automatic,29626,50.4,1.6
 5 Series,2017,22300,Automatic,12727,65.7,2
 1 Series,2018,14300,Manual,13778,53.3,1.5
 3 Series,2018,21300,Automatic,11258,64.2,2
 3 Series,2018,16100,Automatic,44155,60.1,2
 X1,2018,22600,Automatic,11070,44.8,2
 1 Series,2016,10700,Manual,27382,83.1,1.5
 1 Series,2013,9700,Manual,58689,47.9,1.6
 5 Series,2012,11300,Automatic,47185,57.6,2
 1 Series,2015,12450,Automatic,54789,65.7,2
 3 Series,2015,12700,Automatic,49122,67.3,2
 3 Series,2016,14500,Automatic,52000,64.2,2
 3 Series,2016,17400,Automatic,61852,49.6,3
 4 Series,2017,20500,Automatic,24231,55.4,3
 2 Series,2016,15000,Manual,14395,47.1,1.5
 1 Series,2015,16300,Manual,34271,35.3,3
 3 Series,2014,9500,Manual,58470,62.8,2
 X4,2016,24000,Automatic,25465,47.9,3
 3 Series,2016,16500,Automatic,36584,62.8,2
 4 Series,2017,19500,Automatic,32632,58.9,2
 3 Series,2019,16800,Manual,13648,62.8,2
 3 Series,2015,14000,Manual,33021,60.1,2
 X5,2016,29000,Automatic,20851,47.1,3
 X3,2016,21000,Automatic,31955,54.3,2
 3 Series,2017,14400,Manual,14358,48.7,2
 4 Series,2017,17000,Manual,21869,46.3,2
 1 Series,2012,6985,Manual,72300,62.8,2
 3 Series,2014,9995,Automatic,103000,60.1,2
 2 Series,2017,14200,Manual,7329,52.3,1.5
 4 Series,2018,18000,Automatic,27000,48.7,2
 2 Series,2016,12250,Manual,20905,52.3,1.5
 1 Series,2017,11850,Manual,29227,53.3,1.5
 X3,2017,19800,Automatic,38636,54.3,2
 4 Series,2018,21000,Automatic,15865,48.7,2
 1 Series,2014,16700,Automatic,32271,37.7,3
 2 Series,2016,15400,Manual,6593,68.9,1.5
 1 Series,2015,12100,Manual,15113,72.4,1.5
 3 Series,2016,14500,Automatic,30284,65.7,2
 5 Series,2017,22000,Automatic,38002,60.1,2
 4 Series,2017,18800,Automatic,19708,65.7,2
 6 Series,2017,23400,Automatic,23954,36.7,3
 5 Series,2016,18000,Automatic,32868,60.1,2
 3 Series,2018,18000,Manual,45344,64.2,2
 3 Series,2018,21000,Automatic,17932,64.2,2
 1 Series,2019,17600,Automatic,12839,70.6,2
 1 Series,2019,16000,Automatic,9119,38.7,1.5
 4 Series,2016,16000,Manual,33650,44.8,2
 1 Series,2001,13000,Manual,22633,53.3,0
 1 Series,2016,12000,Manual,30445,53.3,1.5
 1 Series,2017,12800,Manual,30521,68.9,0
 4 Series,2017,17000,Manual,36163,62.8,2
 3 Series,2018,18000,Automatic,23611,64.2,0
 X3,2011,9995,Automatic,76000,50.4,2
 3 Series,2016,14800,Automatic,65000,57.6,2
 4 Series,2016,13950,Manual,43480,62.8,2
 3 Series,2018,20000,Automatic,27725,64.2,2
 3 Series,2015,14500,Automatic,16255,65.7,2
 1 Series,2016,11000,Manual,34683,83.1,1.5
 3 Series,2018,18000,Automatic,24716,64.2,0
 1 Series,2016,13700,Manual,36948,62.8,2
 1 Series,2016,12400,Manual,24528,68.9,0
 M4,2015,28500,Semi-Auto,40000,34,3
 2 Series,2017,13300,Manual,19029,52.3,1.5
 2 Series,2017,14400,Automatic,25975,53.3,1.5
 1 Series,2016,12500,Manual,11734,53.3,1.5
 X1,2016,15000,Manual,13449,68.9,2
 1 Series,2017,11400,Manual,40000,72.4,1.5
 2 Series,2019,19250,Automatic,13414,50.4,1.5
 3 Series,2016,19000,Automatic,26114,53.3,3
 4 Series,2015,15200,Automatic,49450,62.8,2
 1 Series,2018,15800,Manual,2901,37.7,1.5
 3 Series,2016,13800,Manual,19401,67.3,2
 3 Series,2017,19000,Automatic,19345,64.2,2
 1 Series,2017,13000,Manual,24104,53.3,1.5
 3 Series,2016,18500,Automatic,24585,56.5,3
 1 Series,2016,12300,Manual,30856,68.9,2
 3 Series,2018,16200,Automatic,40151,67.3,2
 3 Series,2018,20500,Automatic,28918,64.2,2
 1 Series,2018,15300,Manual,36469,50.4,1.5
 2 Series,2018,17000,Automatic,20000,50.4,1.5
 5 Series,2019,26000,Automatic,13000,65.7,2
 1 Series,2019,18000,Automatic,11961,47.9,1.5
 1 Series,2015,13800,Automatic,39141,65.7,2
 1 Series,2014,12800,Manual,10503,50.4,1.6
 1 Series,2019,14500,Manual,30372,53.3,1.5
 2 Series,2016,15000,Automatic,17097,68.9,0
 1 Series,2017,15000,Automatic,17392,55.5,1.5
 3 Series,2018,15800,Manual,27692,68.9,2
 X1,2015,17700,Automatic,27460,57.6,2
 2 Series,2017,17000,Automatic,33000,65.7,2
 3 Series,2017,13500,Automatic,48704,51.4,2
 X1,2017,16300,Manual,27473,58.9,2
 2 Series,2017,12700,Manual,22397,52.3,1.5
 1 Series,2018,14700,Automatic,16313,55.5,1.5
 X2,2018,20500,Automatic,6471,52.3,2
 3 Series,2017,16600,Automatic,50000,134.5,2
 3 Series,2015,20990,Manual,17620,36.7,3
 1 Series,2016,19290,Automatic,28451,37.7,3
 1 Series,2017,16800,Automatic,22396,54.3,1.5
 3 Series,2016,16900,Automatic,38480,148.7,2
 3 Series,2016,16500,Automatic,42298,60.1,2
 3 Series,2015,15600,Automatic,33452,64.2,2
 X1,2016,15000,Manual,32313,68.9,2
 1 Series,2018,12700,Automatic,35742,58.9,1.5
 3 Series,2017,13750,Manual,27779,48.7,2
 X1,2017,15400,Manual,18000,68.9,2
 2 Series,2017,13400,Automatic,49264,62.8,2
 1 Series,2015,12800,Manual,37391,65.7,2
 3 Series,2016,16700,Automatic,52880,134.5,2
 3 Series,2016,12300,Manual,32759,72.4,2
 1 Series,2015,15490,Automatic,31141,64.2,2
 5 Series,2014,14990,Automatic,55306,57.6,2
 X1,2016,17000,Manual,41377,58.9,2
 4 Series,2017,19800,Automatic,23609,60.1,2
 1 Series,2016,15700,Manual,19732,62.8,2
 1 Series,2017,12900,Automatic,42159,70.6,2
 2 Series,2017,12000,Automatic,39370,68.9,2
 2 Series,2017,15000,Automatic,36729,67.3,2
 2 Series,2016,15200,Automatic,24146,65.7,2
 1 Series,2019,17800,Manual,7218,52.3,1.5
 X1,2017,17000,Manual,18000,58.9,2
 8 Series,2019,73900,Automatic,953,26.9,4.4
 4 Series,2019,26490,Automatic,6751,48.7,2
 3 Series,2018,19800,Automatic,29473,64.2,2
 1 Series,2014,12000,Automatic,34795,64.2,2
 3 Series,2013,8500,Manual,49884,47.9,1.6
 2 Series,2017,16300,Automatic,36869,47.9,2
 3 Series,2016,16600,Automatic,31741,65.7,2
 3 Series,2015,15700,Automatic,42492,56.5,3
 2 Series,2018,19600,Manual,15621,60.1,2
 X5,2017,30000,Automatic,23882,47.1,3
 1 Series,2018,19990,Automatic,20022,48.7,2
 1 Series,2017,21400,Automatic,23000,39.8,3
 2 Series,2017,16400,Automatic,8012,53.3,1.5
 3 Series,2018,17995,Automatic,17500,54.3,1.5
 4 Series,2019,28500,Automatic,5123,48.7,2
 3 Series,2020,32400,Automatic,2121,52.3,2
 X3,2019,35900,Automatic,4078,30.4,2
 4 Series,2016,19290,Automatic,44675,58.9,2
 X5,2015,35400,Automatic,27947,42.8,3
 2 Series,2019,21990,Manual,1243,42.2,1.5
 2 Series,2015,13290,Automatic,27419,55.4,2
 X1,2017,22000,Automatic,14105,60.1,2
 X1,2017,22000,Automatic,10048,60.1,2
 X1,2017,18300,Automatic,43147,57.6,2
 1 Series,2013,11000,Manual,37012,62.8,2
 1 Series,2018,17500,Manual,4971,52.3,1.5
 1 Series,2017,15000,Automatic,15592,55.5,1.5
 2 Series,2016,19700,Automatic,26193,37.2,3
 2 Series,2016,13400,Manual,35437,64.2,2
 1 Series,2015,12000,Manual,48489,65.7,2
 2 Series,2014,13990,Manual,42947,42.8,2
 X5,2016,26900,Automatic,17303,47.9,3
 3 Series,2018,18990,Automatic,42967,48.7,2
 2 Series,2015,13900,Automatic,29867,68.9,2
 3 Series,2016,17400,Automatic,32500,64.2,2
 1 Series,2017,16990,Automatic,23000,65.7,2
 2 Series,2018,19800,Automatic,10764,47.9,2
 X3,2017,23100,Automatic,35903,54.3,2
 1 Series,2017,12988,Manual,42069,68.9,2
 1 Series,2013,11400,Manual,59824,58.9,2
 3 Series,2014,15690,Automatic,44900,58.9,2
 1 Series,2014,12990,Manual,34902,50.4,1.6
 2 Series,2016,20600,Automatic,22901,37.2,3
 5 Series,2017,26990,Automatic,20508,56.5,3
 1 Series,2017,15400,Automatic,57414,68.9,1.5
 1 Series,2013,14490,Manual,34628,52.3,1.6
 4 Series,2015,18990,Automatic,24102,56.5,2
 3 Series,2019,31489,Automatic,7834,49.6,2
 X4,2020,44899,Automatic,100,26.9,3
 3 Series,2020,34900,Automatic,100,50.4,2
 3 Series,2020,39900,Automatic,13,44.1,3
 X6,2019,58900,Automatic,15,34.9,3
 3 Series,2016,12000,Manual,42119,67.3,2
 5 Series,2014,13500,Automatic,41522,62.8,2
 1 Series,2015,13600,Automatic,38046,67.3,2
 1 Series,2017,15800,Automatic,30257,68.9,2
 X4,2018,27800,Automatic,17878,54.3,2
 4 Series,2016,17300,Automatic,32837,65.7,2
 3 Series,2015,13100,Manual,36801,61.4,2
 X1,2016,17400,Manual,28999,58.9,2
 5 Series,2017,22400,Automatic,16942,48.7,2
 3 Series,2018,22800,Automatic,18627,47.9,2
 2 Series,2018,18490,Automatic,7913,56.5,1.5
 4 Series,2015,16900,Automatic,57317,44.8,2
 i3,2015,17400,Automatic,29465,470.8,1
 X3,2018,30990,Automatic,13034,54.3,2
 1 Series,2017,21990,Automatic,13905,39.8,3
 3 Series,2014,15490,Manual,47701,55.4,2
 1 Series,2015,11490,Manual,62538,56.5,1.5
 4 Series,2018,22900,Automatic,15814,48.7,2
 X1,2019,26990,Automatic,7288,39.8,2
 Z4,2020,39990,Automatic,1784,33.2,3
 2 Series,2015,12690,Manual,29400,68.9,2
 3 Series,2019,33890,Automatic,2993,47.9,3
 1 Series,2018,18995,Automatic,11885,36.7,2
 X1,2020,33400,Manual,321,50.4,2
 3 Series,2020,43900,Automatic,11,34.9,3
 i8,2015,44990,Automatic,43323,134.5,1.5
 3 Series,2014,9500,Automatic,75083,68.9,2
 3 Series,2015,13000,Manual,34533,60.1,2
 3 Series,2016,10000,Automatic,84878,74.3,2
 3 Series,2015,19690,Automatic,47741,49.6,3
 6 Series,2015,18990,Automatic,62953,51.4,3
 3 Series,2016,20400,Automatic,40421,51.4,3
 2 Series,2019,23900,Automatic,2426,47.1,2
 3 Series,2016,15400,Manual,21854,48.7,2
 2 Series,2018,19990,Automatic,19234,47.1,2
 X3,2016,21990,Automatic,35121,54.3,2
 3 Series,2014,14500,Automatic,45140,57.6,3
 3 Series,2016,10000,Automatic,104720,51.4,1.5
 4 Series,2016,13000,Automatic,129590,48.7,2
 2 Series,2016,13995,Manual,36250,64.2,2
 3 Series,2007,5795,Automatic,83350,31.4,3
 3 Series,2020,29490,Automatic,12,42.2,2
 3 Series,2019,26899,Automatic,11512,52.3,2
 1 Series,2019,26989,Automatic,5444,51.4,2
 3 Series,2020,34900,Automatic,10,40.4,2
 3 Series,2018,20690,Automatic,16986,64.2,2
 2 Series,2016,13900,Manual,38811,68.9,1.5
 5 Series,2016,14499,Automatic,53689,62.8,2
 2 Series,2014,11000,Manual,37148,62.8,2
 1 Series,2014,9500,Manual,36672,65.7,2
 X1,2016,13999,Manual,30466,68.9,2
 2 Series,2016,11999,Automatic,68945,68.9,1.5
 1 Series,2016,17199,Manual,18706,36.2,3
 3 Series,2012,7500,Manual,75453,62.8,2
 2 Series,2017,16500,Manual,66410,36.2,3
 5 Series,2014,11695,Automatic,65520,62.8,2
 3 Series,2014,14500,Automatic,48760,57.6,3
 1 Series,2014,6795,Manual,102520,62.8,2
 3 Series,2015,12500,Automatic,107940,56.5,3
 4 Series,2016,12000,Automatic,117230,65.7,2
 X3,2015,13000,Manual,105320,52.3,2
 1 Series,2016,8000,Manual,101980,68.9,2
 2 Series,2015,7395,Manual,100230,68.9,2
 4 Series,2015,14000,Automatic,58900,65.7,2
 3 Series,2015,13295,Automatic,76720,51.4,3
 1 Series,2018,13425,Manual,22045,53.3,1.5
 3 Series,2016,11250,Automatic,70600,70.6,2
 3 Series,2016,14195,Automatic,56140,148.7,2
 5 Series,2016,12295,Automatic,97930,60.1,2
 2 Series,2016,10500,Manual,83200,64.2,2
 3 Series,2017,13999,Manual,23608,48.7,2
 1 Series,2013,10125,Manual,61040,42.8,2
 7 Series,2006,4995,Automatic,81000,34.4,3
 3 Series,2009,4195,Manual,70000,47.9,2
 1 Series,2014,10395,Manual,25000,74.3,1.6
 3 Series,2017,15350,Automatic,40244,64.2,2
 1 Series,2016,11500,Manual,54156,65.7,2
 1 Series,2018,13750,Manual,17613,37.7,1.5
 X1,2016,17225,Manual,17531,58.9,2
 3 Series,2017,8795,Manual,108190,62.8,2
 1 Series,2015,10695,Automatic,52770,48.7,1.6
 3 Series,2014,8000,Manual,99920,58.9,2
 3 Series,2016,14295,Automatic,94810,134.5,2
 3 Series,2014,8795,Manual,130340,55.4,2
 5 Series,2016,11000,Automatic,100170,68.9,2
 3 Series,2016,19495,Automatic,27500,51.4,3
 3 Series,2014,11295,Automatic,52117,62.8,2
 3 Series,2015,13980,Automatic,36816,70.6,2
 3 Series,2009,5695,Semi-Auto,110931,51.4,2
 4 Series,2015,14995,Manual,51611,58.9,2
 7 Series,2014,13999,Automatic,53329,50.4,3
 X1,2017,17299,Automatic,35779,55.4,2
 3 Series,2015,8500,Manual,71915,68.9,2
